Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000274110	CHR_HSCHR19LRC_PGF1_CTG3_1	54283996	54300924	-1	LAIR1	protein_coding
ENSG00000083635	13	44939249	44989483	-1	NUFIP1	protein_coding
ENSG00000167656	8	142784880	142786592	-1	LY6D	protein_coding
ENSG00000141456	17	4669774	4704337	-1	PELP1	protein_coding
ENSG00000133114	13	44989529	45037669	1	GPALPP1	protein_coding
ENSG00000126218	13	113122814	113149529	1	F10	protein_coding
ENSG00000204613	6	30151945	30160934	-1	TRIM10	protein_coding
ENSG00000237192	CHR_HSCHR6_MHC_COX_CTG1	30141872	30150859	-1	TRIM10	protein_coding
ENSG00000241978	9	110048598	110172512	1	AKAP2	protein_coding
ENSG00000156886	16	31393312	31426505	1	ITGAD	protein_coding
ENSG00000127588	16	798041	800733	-1	GNG13	protein_coding
ENSG00000157168	8	31639386	32767959	1	NRG1	protein_coding
ENSG00000149575	11	118161951	118176673	-1	SCN2B	protein_coding
ENSG00000007376	16	784974	788397	-1	RPUSD1	protein_coding
ENSG00000157654	9	109780309	110172512	1	PALM2-AKAP2	protein_coding
ENSG00000234101	CHR_HSCHR6_MHC_COX_CTG1	29040820	29041847	-1	OR2W1	protein_coding
ENSG00000171735	1	6785324	7769706	1	CAMTA1	protein_coding
ENSG00000179776	16	66366622	66404786	1	CDH5	protein_coding
ENSG00000074660	17	1633858	1645747	-1	SCARF1	protein_coding
ENSG00000236236	CHR_HSCHR6_MHC_SSTO_CTG1	32033807	32060653	-1	TNXB	protein_coding
ENSG00000014257	3	132317367	132368298	1	ACPP	protein_coding
ENSG00000185686	22	22547701	22559361	-1	PRAME	protein_coding
ENSG00000077009	19	3933103	3942416	1	NMRK2	protein_coding
ENSG00000179142	8	142910559	142917843	-1	CYP11B2	protein_coding
ENSG00000125510	20	64080173	64100643	1	OPRL1	protein_coding
ENSG00000183287	18	59430939	59697662	-1	CCBE1	protein_coding
ENSG00000173473	3	47585272	47782106	-1	SMARCC1	protein_coding
ENSG00000115657	2	219209766	219219017	-1	ABCB6	protein_coding
ENSG00000147874	9	19053143	19103119	-1	HAUS6	protein_coding
ENSG00000160882	8	142872356	142879846	-1	CYP11B1	protein_coding
ENSG00000227147	CHR_HSCHR6_MHC_COX_CTG1	30153123	30162613	1	TRIM15	protein_coding
ENSG00000149927	16	30005509	30023270	-1	DOC2A	protein_coding
ENSG00000121101	17	58556678	58692055	-1	TEX14	protein_coding
ENSG00000124224	20	58228940	58309439	-1	PPP4R1L	transcribed_unprocessed_pseudogene
ENSG00000172586	10	73782047	73783652	1	CHCHD1	protein_coding
ENSG00000282291	CHR_HSCHR17_9_CTG4	72837800	72849806	-1	SLC39A11	protein_coding
ENSG00000123892	11	88113242	88175467	-1	RAB38	protein_coding
ENSG00000100324	22	39399741	39437060	1	TAB1	protein_coding
ENSG00000123159	19	14477760	14496149	-1	GIPC1	protein_coding
ENSG00000127804	17	2405562	2511891	-1	METTL16	protein_coding
ENSG00000143947	2	55231903	55235853	1	RPS27A	protein_coding
ENSG00000164362	5	1253147	1295069	-1	TERT	protein_coding
ENSG00000103269	16	675666	678268	1	RHBDL1	protein_coding
ENSG00000074603	15	65442463	65517704	-1	DPP8	protein_coding
ENSG00000214026	11	1947278	1984522	1	MRPL23	protein_coding
ENSG00000186487	2	1789113	2331664	-1	MYT1L	protein_coding
ENSG00000242220	21	32574841	32587373	-1	TCP10L	protein_coding
ENSG00000206445	CHR_HSCHR6_MHC_QBL_CTG1	31534725	31537107	-1	ATP6V1G2	protein_coding
ENSG00000173166	2	203394345	203535410	-1	RAPH1	protein_coding
ENSG00000149596	20	44111695	44187578	-1	JPH2	protein_coding
ENSG00000151693	2	9206765	9405683	1	ASAP2	protein_coding
ENSG00000124104	20	45833810	45843275	1	SNX21	protein_coding
ENSG00000145687	5	81413021	81751797	-1	SSBP2	protein_coding
ENSG00000115392	2	58159243	58241372	-1	FANCL	protein_coding
ENSG00000126861	17	31272013	31297539	-1	OMG	protein_coding
ENSG00000131477	17	42758447	42763041	1	RAMP2	protein_coding
ENSG00000171823	12	1565993	1594165	-1	FBXL14	protein_coding
ENSG00000198925	2	219219380	219229717	-1	ATG9A	protein_coding
ENSG00000111186	12	1529891	1647243	1	WNT5B	protein_coding
ENSG00000227686	CHR_HSCHR6_MHC_QBL_CTG1	31781844	31786187	-1	VARS	protein_coding
ENSG00000149929	16	29992321	29996436	-1	HIRIP3	protein_coding
ENSG00000104290	8	28494205	28574268	1	FZD3	protein_coding
ENSG00000206203	22	19130808	19132623	1	TSSK2	protein_coding
ENSG00000189401	X	70062491	70064179	1	OTUD6A	protein_coding
ENSG00000101473	20	45841721	45857406	-1	ACOT8	protein_coding
ENSG00000254999	3	10115592	10127190	1	BRK1	protein_coding
ENSG00000129214	17	7613946	7633383	1	SHBG	protein_coding
ENSG00000134086	3	10141008	10152220	1	VHL	protein_coding
ENSG00000091262	16	16148928	16223522	-1	ABCC6	protein_coding
ENSG00000011260	17	51260528	51297936	1	UTP18	protein_coding
ENSG00000119185	2	9403475	9423547	-1	ITGB1BP1	protein_coding
ENSG00000232575	CHR_HSCHR6_MHC_MANN_CTG1	30764859	30770084	1	TUBB	protein_coding
ENSG00000169592	16	29995294	30005793	1	INO80E	protein_coding
ENSG00000108387	17	58520250	58540818	-1	SEPT4	protein_coding
ENSG00000156471	8	96261715	96336995	1	PTDSS1	protein_coding
ENSG00000227129	CHR_HSCHR6_MHC_MCF_CTG1	31934136	31939383	-1	NEU1	protein_coding
ENSG00000104388	8	60516857	60623627	1	RAB2A	protein_coding
ENSG00000149599	20	31847637	31870747	-1	DUSP15	protein_coding
ENSG00000205208	4	158666679	158672255	-1	C4orf46	protein_coding
ENSG00000149124	11	58640426	58731974	-1	GLYAT	protein_coding
ENSG00000171503	4	158672125	158709623	1	ETFDH	protein_coding
ENSG00000132002	19	14514770	14529770	-1	DNAJB1	protein_coding
ENSG00000125454	17	75272981	75289510	-1	SLC25A19	protein_coding
ENSG00000171791	18	63123346	63320128	-1	BCL2	protein_coding
ENSG00000000005	X	100584802	100599885	1	TNMD	protein_coding
ENSG00000100243	22	42617840	42649568	-1	CYB5R3	protein_coding
ENSG00000156885	16	31427731	31428428	-1	COX6A2	protein_coding
ENSG00000099797	19	14517085	14565980	1	TECR	protein_coding
ENSG00000167705	17	1646145	1650077	-1	RILP	protein_coding
ENSG00000063515	22	19148576	19150283	-1	GSC2	protein_coding
ENSG00000125675	X	123184153	123490915	1	GRIA3	protein_coding
ENSG00000134070	3	10164865	10243743	1	IRAK2	protein_coding
ENSG00000177200	16	53055033	53329150	1	CHD9	protein_coding
ENSG00000101365	20	2658395	2664219	-1	IDH3B	protein_coding
ENSG00000096746	10	68331174	68343191	1	HNRNPH3	protein_coding
ENSG00000159216	21	34787801	36004667	-1	RUNX1	protein_coding
ENSG00000262634	CHR_HSCHR18_1_CTG1_1	50374995	50394173	1	SKA1	protein_coding
ENSG00000088356	20	31944342	31952092	-1	PDRG1	protein_coding
ENSG00000183580	5	15500196	15939795	1	FBXL7	protein_coding
ENSG00000171497	4	158709134	158723396	-1	PPID	protein_coding
ENSG00000164172	5	53095679	53110063	-1	MOCS2	protein_coding
ENSG00000276111	CHR_HSCHR1_3_CTG32_1	243256056	243500091	1	SDCCAG8	protein_coding
ENSG00000028116	2	57907629	58159920	1	VRK2	protein_coding
ENSG00000069667	15	60488284	61229319	-1	RORA	protein_coding
ENSG00000214655	10	73785582	73801797	1	ZSWIM8	protein_coding
ENSG00000204130	10	68341107	68407294	-1	RUFY2	protein_coding
ENSG00000039560	5	34656237	34832627	1	RAI14	protein_coding
ENSG00000107882	10	102503987	102633535	1	SUFU	protein_coding
ENSG00000230230	CHR_HSCHR6_MHC_COX_CTG1	30174354	30203317	-1	TRIM26	protein_coding
ENSG00000275199	CHR_HSCHR1_3_CTG32_1	243488233	243855434	-1	AKT3	protein_coding
ENSG00000109911	11	31509700	31790328	1	ELP4	protein_coding
ENSG00000007314	17	63938554	63972918	-1	SCN4A	protein_coding
ENSG00000232180	CHR_HSCHR6_MHC_SSTO_CTG1	31855884	31871733	-1	SLC44A4	protein_coding
ENSG00000168781	15	43533462	43590253	-1	PPIP5K1	protein_coding
ENSG00000137818	15	69452784	69456194	1	RPLP1	protein_coding
ENSG00000127957	7	75502930	75528148	-1	PMS2P3	transcribed_unprocessed_pseudogene
ENSG00000124782	6	7107597	7251980	1	RREB1	protein_coding
ENSG00000172840	16	66878589	66895754	1	PDP2	protein_coding
ENSG00000138663	4	83034447	83075818	1	COPS4	protein_coding
ENSG00000108187	10	68282660	68333049	-1	PBLD	protein_coding
ENSG00000149300	11	111918032	111926872	1	C11orf52	protein_coding
ENSG00000125733	19	6737925	6751526	1	TRIP10	protein_coding
ENSG00000170276	11	111912242	111914093	1	HSPB2	protein_coding
ENSG00000119203	2	9423568	9473101	1	CPSF3	protein_coding
ENSG00000236222	CHR_HSCHR6_MHC_MCF_CTG1	33449481	33459870	-1	WDR46	protein_coding
ENSG00000159363	1	16985958	17011928	-1	ATP13A2	protein_coding
ENSG00000109846	11	111908565	111923722	-1	CRYAB	protein_coding
ENSG00000161956	17	7561875	7571969	1	SENP3	protein_coding
ENSG00000138443	2	203328219	203447723	1	ABI2	protein_coding
ENSG00000172850	CHR_HSCHR6_MHC_QBL_CTG1	31787629	31797209	-1	LSM2	protein_coding
ENSG00000136720	2	128236716	128318577	-1	HS6ST1	protein_coding
ENSG00000136100	13	52412602	52450628	-1	VPS36	protein_coding
ENSG00000282110	CHR_HSCHR18_1_CTG1_1	50567310	50567991	1	MAPK4	processed_transcript
ENSG00000106012	7	2558972	2614734	1	IQCE	protein_coding
ENSG00000124313	X	53225828	53321350	-1	IQSEC2	protein_coding
ENSG00000126231	13	113158654	113172383	1	PROZ	protein_coding
ENSG00000007168	17	2593210	2685615	1	PAFAH1B1	protein_coding
ENSG00000184140	15	101803509	101806887	1	OR4F6	protein_coding
ENSG00000213337	2	96836611	96858095	-1	ANKRD39	protein_coding
ENSG00000012232	8	28600469	28755599	1	EXTL3	protein_coding
ENSG00000188342	13	45120515	45284909	1	GTF2F2	protein_coding
ENSG00000235692	CHR_HSCHR6_MHC_MCF_CTG1	33459645	33468744	1	PFDN6	protein_coding
ENSG00000168763	2	96816245	96833911	1	CNNM3	protein_coding
ENSG00000181826	4	37590800	37686376	-1	RELL1	protein_coding
ENSG00000180332	13	45192853	45194717	-1	KCTD4	protein_coding
ENSG00000167657	19	3958453	3971123	-1	DAPK3	protein_coding
ENSG00000137502	11	82973133	83071923	-1	RAB30	protein_coding
ENSG00000169891	X	16946691	17153280	1	REPS2	protein_coding
ENSG00000228736	CHR_HSCHR6_MHC_MCF_CTG1	33461997	33469667	-1	RGL2	protein_coding
ENSG00000103266	16	680224	682870	1	STUB1	protein_coding
ENSG00000222014	2	129979664	129982738	1	RAB6C	protein_coding
ENSG00000163126	2	96824526	96857934	-1	ANKRD23	protein_coding
ENSG00000227402	CHR_HSCHR6_MHC_MANN_CTG1	33354325	33358319	1	SLC39A7	protein_coding
ENSG00000137168	6	36854827	36875024	-1	PPIL1	protein_coding
ENSG00000156466	8	96142330	96160792	-1	GDF6	protein_coding
ENSG00000277893	2	31522480	31581067	-1	SRD5A2	protein_coding
ENSG00000101457	20	45791937	45811427	1	DNTTIP1	protein_coding
ENSG00000064932	19	1107636	1174283	-1	SBNO2	protein_coding
ENSG00000154645	21	17901263	18267373	1	CHODL	protein_coding
ENSG00000206503	6	29941260	29945884	1	HLA-A	protein_coding
ENSG00000141510	17	7661779	7687550	-1	TP53	protein_coding
ENSG00000144554	3	10026414	10101930	1	FANCD2	protein_coding
ENSG00000125726	19	6583183	6604103	-1	CD70	protein_coding
ENSG00000275164	CHR_HSCHR3_6_CTG3	195747176	195811179	-1	MUC4	unprocessed_pseudogene
ENSG00000276618	CHR_HSCHR5_2_CTG1_1	69369307	69415042	1	RAD17	protein_coding
ENSG00000162066	16	2520357	2531422	1	AMDHD2	protein_coding
ENSG00000110057	11	67991104	68004982	-1	UNC93B1	protein_coding
ENSG00000129103	7	56064002	56080670	1	SUMF2	protein_coding
ENSG00000108395	17	58982638	59106921	-1	TRIM37	protein_coding
ENSG00000136546	2	166403573	166494326	-1	SCN7A	protein_coding
ENSG00000228435	CHR_HSCHR6_MHC_DBB_CTG1	31640476	31642950	-1	C6orf47	protein_coding
ENSG00000184160	4	3766348	3768526	1	ADRA2C	protein_coding
ENSG00000205060	7	134289332	134317051	-1	SLC35B4	protein_coding
ENSG00000173011	4	7041899	7057952	1	TADA2B	protein_coding
ENSG00000171552	20	31664452	31723989	-1	BCL2L1	protein_coding
ENSG00000078124	11	76860867	77026797	1	ACER3	protein_coding
ENSG00000178363	10	5524009	5526771	1	CALML3	protein_coding
ENSG00000006747	7	12570577	12660179	1	SCIN	protein_coding
ENSG00000108592	17	63819433	63830012	-1	FTSJ3	protein_coding
ENSG00000198692	Y	20575725	20593154	1	EIF1AY	protein_coding
ENSG00000130640	10	133278630	133312337	-1	TUBGCP2	protein_coding
ENSG00000170011	3	39808914	40260321	1	MYRIP	protein_coding
ENSG00000125780	20	2296001	2341078	1	TGM3	protein_coding
ENSG00000145979	6	13266542	13328583	-1	TBC1D7	protein_coding
ENSG00000278503	CHR_HSCHR19_4_CTG3_1	54778013	54792334	1	KIR2DL1	protein_coding
ENSG00000274036	CHR_HSCHR19_4_CTG3_1	54824676	54838980	1	KIR3DL1	protein_coding
ENSG00000123737	4	121801317	121817021	1	EXOSC9	protein_coding
ENSG00000274232	CHR_HSCHR19_4_CTG3_1	54811737	54822719	1	KIR2DL4	protein_coding
ENSG00000106268	7	2242222	2251146	1	NUDT1	protein_coding
ENSG00000136936	9	97674909	97697357	-1	XPA	protein_coding
ENSG00000176890	18	657604	673578	1	TYMS	protein_coding
ENSG00000101447	20	38926312	38953106	1	FAM83D	protein_coding
ENSG00000179750	22	38982347	38992804	1	APOBEC3B	protein_coding
ENSG00000011638	16	21158377	21180616	1	TMEM159	protein_coding
ENSG00000069869	15	55826922	55993746	-1	NEDD4	protein_coding
ENSG00000132744	11	67642555	67650659	-1	ACY3	protein_coding
ENSG00000083444	1	11934205	11975538	1	PLOD1	protein_coding
ENSG00000166454	16	81035847	81047358	1	ATMIN	protein_coding
ENSG00000140479	15	101297142	101525202	-1	PCSK6	protein_coding
ENSG00000163121	2	96497643	96508109	-1	NEURL3	protein_coding
ENSG00000166455	16	81053497	81077267	-1	C16orf46	protein_coding
ENSG00000136709	2	127701022	127811187	-1	WDR33	protein_coding
ENSG00000169122	8	57994509	58204279	1	FAM110B	protein_coding
ENSG00000164938	8	94925972	94949411	-1	TP53INP1	protein_coding
ENSG00000081059	5	134114711	134151865	1	TCF7	protein_coding
ENSG00000235712	CHR_HSCHR6_MHC_MCF_CTG1	33363951	33371048	-1	RXRB	protein_coding
ENSG00000169397	14	20891399	20892348	1	RNASE3	protein_coding
ENSG00000137747	11	117900643	117929459	-1	TMPRSS13	protein_coding
ENSG00000151208	10	77790791	77926526	-1	DLG5	protein_coding
ENSG00000172986	3	72888073	72998138	1	GXYLT2	protein_coding
ENSG00000169251	3	161104696	161253532	1	NMD3	protein_coding
ENSG00000176697	11	27654893	27722058	-1	BDNF	protein_coding
ENSG00000013563	X	154401238	154412112	-1	DNASE1L1	protein_coding
ENSG00000187391	7	78017057	79453574	-1	MAGI2	protein_coding
ENSG00000136167	13	46125920	46211871	-1	LCP1	protein_coding
ENSG00000185950	13	109752698	109786568	-1	IRS2	protein_coding
ENSG00000119927	10	112149864	112215377	-1	GPAM	protein_coding
ENSG00000133115	13	38965925	38991066	-1	STOML3	protein_coding
ENSG00000052802	4	165327623	165343160	1	MSMO1	protein_coding
ENSG00000159788	4	3293028	3439913	1	RGS12	protein_coding
ENSG00000156990	3	9837849	9844602	-1	RPUSD3	protein_coding
ENSG00000232331	CHR_HSCHR6_MHC_COX_CTG1	29917929	29920706	1	HLA-K	unprocessed_pseudogene
ENSG00000276310	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	54769748	54784069	1	KIR2DL1	protein_coding
ENSG00000227567	CHR_HSCHR6_MHC_DBB_CTG1	31634594	31640388	1	APOM	protein_coding
ENSG00000103404	16	23061406	23149270	-1	USP31	protein_coding
ENSG00000196116	9	97411950	97496125	1	TDRD7	protein_coding
ENSG00000153933	17	56834099	56869567	1	DGKE	protein_coding
ENSG00000134597	X	130401969	130413343	1	RBMX2	protein_coding
ENSG00000280759	CHR_HSCHR11_2_CTG1	940735	1012239	1	AP2A2	protein_coding
ENSG00000100014	22	24270817	24417740	1	SPECC1L	protein_coding
ENSG00000164039	4	103079435	103099883	-1	BDH2	protein_coding
ENSG00000106460	7	12211241	12243367	1	TMEM106B	protein_coding
ENSG00000011677	X	152166234	152451358	-1	GABRA3	protein_coding
ENSG00000101493	18	76358190	76495190	-1	ZNF516	protein_coding
ENSG00000109501	4	6269849	6303265	1	WFS1	protein_coding
ENSG00000176485	11	63573195	63616883	-1	PLA2G16	protein_coding
ENSG00000233348	CHR_HSCHR6_MHC_SSTO_CTG1	31629769	31643448	-1	BAG6	protein_coding
ENSG00000100226	22	38705723	38738299	1	GTPBP1	protein_coding
ENSG00000120549	10	23694746	24547848	1	KIAA1217	protein_coding
ENSG00000263247	CHR_HSCHR12_2_CTG2	10824960	11203561	-1	PRR4	protein_coding
ENSG00000011347	11	61515313	61581148	-1	SYT7	protein_coding
ENSG00000001631	7	92198969	92246166	-1	KRIT1	protein_coding
ENSG00000124260	X	152133310	152138578	-1	MAGEA10	protein_coding
ENSG00000163602	3	72371825	72446621	-1	RYBP	protein_coding
ENSG00000165271	9	33461441	33473930	-1	NOL6	protein_coding
ENSG00000122705	9	36190856	36304781	1	CLTA	protein_coding
ENSG00000165475	13	20403666	20525873	-1	CRYL1	protein_coding
ENSG00000243612	CHR_HSCHR6_MHC_APD_CTG1	32852194	32856479	-1	HLA-DOB	protein_coding
ENSG00000049323	2	32946972	33399509	1	LTBP1	protein_coding
ENSG00000183808	8	93729356	93741017	-1	RBM12B	protein_coding
ENSG00000184481	X	71096197	71103535	1	FOXO4	protein_coding
ENSG00000102057	X	48961378	48971569	-1	KCND1	protein_coding
ENSG00000132017	19	13952492	13961449	1	DCAF15	protein_coding
ENSG00000011451	19	15419980	15449951	-1	WIZ	protein_coding
ENSG00000065057	16	2039815	2047866	-1	NTHL1	protein_coding
ENSG00000137857	15	45129933	45165576	1	DUOX1	protein_coding
ENSG00000109193	4	69841212	69860152	-1	SULT1E1	protein_coding
ENSG00000083544	13	60396457	60573878	1	TDRD3	protein_coding
ENSG00000282712	CHR_HSCHR11_1_CTG8	646472	677067	-1	DEAF1	protein_coding
ENSG00000078246	12	2877223	2941140	1	TULP3	protein_coding
ENSG00000187726	11	73950319	73970366	1	DNAJB13	protein_coding
ENSG00000116815	1	116514535	116571039	-1	CD58	protein_coding
ENSG00000120457	11	128891356	128921035	1	KCNJ5	protein_coding
ENSG00000141084	16	67723066	67806652	-1	RANBP10	protein_coding
ENSG00000053702	12	2825348	2835544	-1	NRIP2	protein_coding
ENSG00000170310	17	9250471	9576591	-1	STX8	protein_coding
ENSG00000187147	1	44405194	44651724	1	RNF220	protein_coding
ENSG00000170775	7	124745997	124765627	-1	GPR37	protein_coding
ENSG00000174963	3	147386046	147406860	-1	ZIC4	protein_coding
ENSG00000141428	18	35972083	35979286	1	C18orf21	protein_coding
ENSG00000189367	6	127440343	127459391	-1	KIAA0408	protein_coding
ENSG00000099977	22	23971365	23979828	-1	DDT	protein_coding
ENSG00000136352	14	36516392	36521149	-1	NKX2-1	protein_coding
ENSG00000099984	22	23980058	23983915	1	GSTT2	polymorphic_pseudogene
ENSG00000215182	11	1157953	1201138	1	MUC5AC	protein_coding
ENSG00000134259	1	115285918	115338236	-1	NGF	protein_coding
ENSG00000111667	12	6852128	6866632	1	USP5	protein_coding
ENSG00000197461	7	497258	520296	-1	PDGFA	protein_coding
ENSG00000273397	CHR_HSCHR22_2_CTG1	42085525	42090955	-1	NDUFA6	protein_coding
ENSG00000236014	CHR_HSCHR6_MHC_SSTO_CTG1	33390441	33412193	-1	VPS52	protein_coding
ENSG00000072134	17	19215615	19336715	1	EPN2	protein_coding
ENSG00000139625	12	53479669	53500063	-1	MAP3K12	protein_coding
ENSG00000168259	17	41976433	42021376	-1	DNAJC7	protein_coding
ENSG00000046653	X	13771031	13938638	-1	GPM6B	protein_coding
ENSG00000196652	7	99504651	99534700	1	ZKSCAN5	protein_coding
ENSG00000006704	7	74453790	74602604	1	GTF2IRD1	protein_coding
ENSG00000205777	X	49589496	49608536	1	GAGE1	protein_coding
ENSG00000133056	1	204422628	204494724	-1	PIK3C2B	protein_coding
ENSG00000183943	X	3604370	3713608	-1	PRKX	protein_coding
ENSG00000102081	X	147911951	147951125	1	FMR1	protein_coding
ENSG00000196431	22	26621964	26630672	1	CRYBA4	protein_coding
ENSG00000108515	17	4948092	4957131	1	ENO3	protein_coding
ENSG00000173258	9	111525159	111577844	1	ZNF483	protein_coding
ENSG00000115756	2	10302889	10427617	1	HPCAL1	protein_coding
ENSG00000147381	X	151912509	151925170	1	MAGEA4	protein_coding
ENSG00000100916	14	35826318	35932325	1	BRMS1L	protein_coding
ENSG00000165443	10	59176590	59247774	1	PHYHIPL	protein_coding
ENSG00000204345	17	74579365	74592283	-1	CD300LD	protein_coding
ENSG00000115419	2	190880827	190965552	1	GLS	protein_coding
ENSG00000137726	11	117836976	117877486	-1	FXYD6	protein_coding
ENSG00000143847	1	203026498	203078740	1	PPFIA4	protein_coding
ENSG00000137642	11	121452203	121633693	1	SORL1	protein_coding
ENSG00000178394	5	63960356	63962507	-1	HTR1A	protein_coding
ENSG00000109929	11	121292453	121308694	1	SC5D	protein_coding
ENSG00000170906	19	54102728	54109257	1	NDUFA3	protein_coding
ENSG00000236876	1	42500205	42500339	-1	TMSB4XP1	processed_pseudogene
ENSG00000145996	6	20534457	21232404	1	CDKAL1	protein_coding
ENSG00000197548	3	11272309	11557665	1	ATG7	protein_coding
ENSG00000141506	17	8878911	8965712	-1	PIK3R5	protein_coding
ENSG00000115368	2	189441433	189475565	1	WDR75	protein_coding
ENSG00000226826	CHR_HSCHR6_MHC_SSTO_CTG1	33216374	33227649	1	HLA-DPB1	protein_coding
ENSG00000122484	1	92298965	92402056	1	RPAP2	protein_coding
ENSG00000006756	X	2903970	2929351	-1	ARSD	protein_coding
ENSG00000187239	9	129887187	130043194	-1	FNBP1	protein_coding
ENSG00000105270	19	36014660	36033343	-1	CLIP3	protein_coding
ENSG00000104774	19	12646511	12666742	-1	MAN2B1	protein_coding
ENSG00000188542	2	240560054	240564014	1	DUSP28	protein_coding
ENSG00000240857	2	18554723	18560680	-1	RDH14	protein_coding
ENSG00000113555	5	141943585	141969741	-1	PCDH12	protein_coding
ENSG00000196220	3	8980591	9363053	-1	SRGAP3	protein_coding
ENSG00000105205	19	39731250	39738028	-1	CLC	protein_coding
ENSG00000173917	17	48540894	48544989	-1	HOXB2	protein_coding
ENSG00000139112	12	10212458	10223130	1	GABARAPL1	protein_coding
ENSG00000227296	CHR_HSCHR6_MHC_QBL_CTG1	29879033	29881754	1	HLA-H	unprocessed_pseudogene
ENSG00000147059	X	57134530	57137625	-1	SPIN2A	protein_coding
ENSG00000049541	7	74231499	74254458	-1	RFC2	protein_coding
ENSG00000108523	17	4940008	4945222	1	RNF167	protein_coding
ENSG00000146233	6	46549580	46652830	-1	CYP39A1	protein_coding
ENSG00000150281	16	30896607	30903560	1	CTF1	protein_coding
ENSG00000142544	19	51097606	51108370	-1	CTU1	protein_coding
ENSG00000173418	20	20017116	20033655	1	NAA20	protein_coding
ENSG00000134508	18	23134564	23260467	1	CABLES1	protein_coding
ENSG00000146122	6	39792298	39904877	1	DAAM2	protein_coding
ENSG00000057757	1	23778405	23788232	1	PITHD1	protein_coding
ENSG00000129744	11	3645128	3664416	1	ART1	protein_coding
ENSG00000131446	5	180784782	180815652	-1	MGAT1	protein_coding
ENSG00000134369	1	201622885	201826969	1	NAV1	protein_coding
ENSG00000278637	6	26021679	26021990	1	HIST1H4A	protein_coding
ENSG00000172789	12	54032853	54035358	1	HOXC5	protein_coding
ENSG00000143727	2	264140	278283	1	ACP1	protein_coding
ENSG00000061492	5	138083892	138092365	1	WNT8A	protein_coding
ENSG00000101916	X	12906620	12923169	1	TLR8	protein_coding
ENSG00000128791	18	9334767	9402420	1	TWSG1	protein_coding
ENSG00000144847	3	118900557	119146068	-1	IGSF11	protein_coding
ENSG00000171431	17	40875941	40885227	-1	KRT20	protein_coding
ENSG00000274233	CHR_HSCHR17_7_CTG4	35871491	35880793	-1	CCL5	protein_coding
ENSG00000068394	X	49113389	49123801	-1	GPKOW	protein_coding
ENSG00000104856	19	45001430	45038198	1	RELB	protein_coding
ENSG00000131779	1	145911350	145918837	-1	PEX11B	protein_coding
ENSG00000157601	21	41420304	41459214	1	MX1	protein_coding
ENSG00000135387	11	34051683	34101156	1	CAPRIN1	protein_coding
ENSG00000147133	X	71366239	71532374	1	TAF1	protein_coding
ENSG00000171953	17	17977409	18039209	-1	ATPAF2	protein_coding
ENSG00000185737	10	81875314	82987179	1	NRG3	protein_coding
ENSG00000086189	5	62387254	62403939	-1	DIMT1	protein_coding
ENSG00000105971	7	116287380	116508541	1	CAV2	protein_coding
ENSG00000156140	4	72280969	72569386	-1	ADAMTS3	protein_coding
ENSG00000101216	20	63587602	63627041	-1	GMEB2	protein_coding
ENSG00000102974	16	67562407	67639185	1	CTCF	protein_coding
ENSG00000184058	22	19756703	19783593	1	TBX1	protein_coding
ENSG00000162702	1	200404940	200410056	-1	ZNF281	protein_coding
ENSG00000115107	2	119223831	119265652	1	STEAP3	protein_coding
ENSG00000135363	11	33858576	33892289	-1	LMO2	protein_coding
ENSG00000206510	CHR_HSCHR6_MHC_QBL_CTG1	29672300	29681010	-1	ZFP57	protein_coding
ENSG00000109667	4	9771153	10054936	-1	SLC2A9	protein_coding
ENSG00000148935	11	22625509	22813055	1	GAS2	protein_coding
ENSG00000223802	19	18868545	18896727	-1	CERS1	protein_coding
ENSG00000198959	20	38127387	38166578	-1	TGM2	protein_coding
ENSG00000170142	3	23805903	23891316	1	UBE2E1	protein_coding
ENSG00000053900	4	25377213	25418498	1	ANAPC4	protein_coding
ENSG00000171160	10	97614553	97633500	-1	MORN4	protein_coding
ENSG00000165059	9	69012529	69014113	-1	PRKACG	protein_coding
ENSG00000095970	6	41158506	41163186	-1	TREM2	protein_coding
ENSG00000224379	CHR_HSCHR6_MHC_COX_CTG1	31151089	31156758	1	TCF19	protein_coding
ENSG00000100099	22	26443423	26483837	-1	HPS4	protein_coding
ENSG00000148120	9	94726701	95087218	1	C9orf3	protein_coding
ENSG00000172273	11	119121587	119136044	1	HINFP	protein_coding
ENSG00000131142	19	8052767	8062650	1	CCL25	protein_coding
ENSG00000140400	15	75355207	75368630	-1	MAN2C1	protein_coding
ENSG00000184650	17	8339864	8346048	1	ODF4	protein_coding
ENSG00000276033	CHR_HSCHR19LRC_PGF1_CTG3_1	54463149	54476118	1	KIR3DX1	protein_coding
ENSG00000157613	11	46277661	46321422	1	CREB3L1	protein_coding
ENSG00000147140	X	71283192	71301168	1	NONO	protein_coding
ENSG00000071189	7	17790761	17940501	-1	SNX13	protein_coding
ENSG00000068438	X	48476021	48486364	1	FTSJ1	protein_coding
ENSG00000023572	1	193090866	193106114	-1	GLRX2	protein_coding
ENSG00000130844	19	53519527	53580269	1	ZNF331	protein_coding
ENSG00000139220	12	81257975	81759553	-1	PPFIA2	protein_coding
ENSG00000133131	X	106813871	107000244	-1	MORC4	protein_coding
